user_id,age,sex,weight_kg,height_cm,bmi,activity_level,bmr_kcal,tdee_kcal,diet_type,region,health_condition,food_allergy,vegetable_preference,budget_tier
USR0452,17,Male,60.1,155.3,24.9,Moderate,1492,2313,Non-Vegetarian,Mountain,Celiac,None,Prefers cooked,3
USR0453,18,Female,55.2,144.9,26.3,Heavy,1207,2082,Non-Vegetarian,Terai,None,None,No leafy,3
USR0454,25,Female,42.1,152.0,18.2,Moderate,1085,1682,Non-Vegetarian,Mountain,Hypertension,Nuts,No leafy,2
USR0455,35,Female,48.2,152.1,20.8,Moderate,1097,1700,Non-Vegetarian,Hills,Obesity,Fish,Likes all,1
USR0456,7,Female,25.6,151.6,11.1,Moderate,1008,1562,Vegetarian,Hills,None,None,No bitter,1
USR0457,75,Female,42.3,153.4,18.0,Moderate,846,1311,Vegetarian,Terai,Obesity,Nuts,Prefers cooked,1
USR0458,51,Female,59.2,150.6,26.1,Moderate,1117,1731,Non-Vegetarian,Terai,Lactose Intolerance,Fish,Prefers cooked,1
USR0459,66,Female,61.8,165.6,22.5,Sedentary,1162,1394,Vegan,Hills,None,Fish,Likes all,1
USR0460,49,Female,61.0,148.9,27.5,Sedentary,1135,1362,Non-Vegetarian,Mountain,None,Fish,Likes all,2
USR0461,45,Male,56.5,163.9,21.0,Moderate,1369,2122,Non-Vegetarian,Terai,Celiac,Fish,No leafy,3
USR0462,33,Male,46.0,170.8,15.8,Moderate,1368,2120,Non-Vegetarian,Hills,None,Gluten,Likes all,3
USR0463,38,Female,63.1,158.2,25.2,Moderate,1269,1967,Non-Vegetarian,Hills,Underweight,None,No leafy,2
USR0464,72,Male,62.1,168.1,22.0,Heavy,1317,2272,Non-Vegetarian,Mountain,None,None,No leafy,2
USR0465,49,Female,57.0,160.0,22.3,Sedentary,1164,1397,Non-Vegetarian,Terai,Hypertension,Gluten,Prefers cooked,2
USR0466,34,Male,65.0,172.4,21.9,Sedentary,1562,1874,Vegetarian,Terai,None,None,No bitter,1
USR0467,19,Female,50.6,161.4,19.4,Moderate,1259,1951,Non-Vegetarian,Mountain,None,None,No bitter,3
USR0468,23,Female,49.5,144.2,23.8,Heavy,1120,1932,Vegan,Mountain,None,Milk,Prefers cooked,1
USR0469,30,Female,57.0,144.6,27.3,Sedentary,1163,1396,Non-Vegetarian,Terai,None,Fish,No bitter,2
USR0470,7,Male,56.5,181.0,17.2,Heavy,1666,2874,Non-Vegetarian,Hills,Underweight,None,No bitter,2
USR0471,28,Male,70.2,184.8,20.6,Sedentary,1722,2066,Vegetarian,Terai,Underweight,Milk,No bitter,2
USR0472,25,Female,67.6,155.2,28.1,Moderate,1360,2108,Non-Vegetarian,Terai,Underweight,Milk,Likes all,2
USR0473,8,Female,74.6,148.1,34.0,Moderate,1471,2280,Non-Vegetarian,Hills,Anaemia,None,Likes all,2
USR0474,58,Male,62.3,169.6,21.7,Moderate,1398,2167,Vegan,Hills,Obesity,None,Prefers cooked,1
USR0475,22,Male,56.3,176.7,18.0,Moderate,1562,2421,Non-Vegetarian,Terai,Celiac,None,No bitter,1
USR0476,28,Male,53.5,180.0,16.5,Sedentary,1525,1830,Non-Vegetarian,Hills,Anaemia,Milk,No leafy,2
USR0477,29,Male,67.0,168.2,23.7,Moderate,1581,2451,Vegan,Mountain,Lactose Intolerance,None,Prefers cooked,1
USR0478,50,Male,77.3,171.7,26.2,Moderate,1601,2482,Vegan,Mountain,Obesity,Nuts,Prefers cooked,2
USR0479,65,Female,57.8,157.5,23.3,Sedentary,1076,1291,Non-Vegetarian,Terai,Diabetes,Fish,Prefers cooked,1
USR0480,13,Male,73.0,182.8,21.8,Heavy,1812,3126,Vegan,Hills,Hypertension,Gluten,Prefers cooked,2
USR0481,10,Female,40.9,145.8,19.2,Moderate,1109,1719,Non-Vegetarian,Mountain,Lactose Intolerance,None,Likes all,2
USR0482,10,Female,58.9,150.3,26.1,Heavy,1317,2272,Vegetarian,Mountain,Anaemia,None,Prefers cooked,2
USR0483,55,Female,65.6,146.0,30.8,Moderate,1132,1755,Non-Vegetarian,Terai,Anaemia,Milk,Likes all,3
USR0484,64,Male,67.3,157.3,27.2,Sedentary,1341,1609,Non-Vegetarian,Mountain,Underweight,None,No leafy,2
USR0485,62,Female,63.8,155.2,26.5,Moderate,1137,1762,Non-Vegetarian,Terai,Diabetes,Nuts,Prefers cooked,1
USR0486,19,Male,58.1,154.1,24.5,Sedentary,1454,1745,Vegan,Hills,Underweight,None,No leafy,3
USR0487,10,Female,56.3,138.7,29.3,Moderate,1219,1889,Non-Vegetarian,Terai,None,None,No leafy,2
USR0488,62,Female,52.6,158.3,21.0,Moderate,1044,1618,Non-Vegetarian,Terai,Lactose Intolerance,Milk,Likes all,2
USR0489,68,Female,53.1,153.8,22.4,Heavy,991,1709,Non-Vegetarian,Terai,Lactose Intolerance,Gluten,No leafy,2
USR0490,15,Female,53.2,153.5,22.6,Moderate,1255,1945,Vegan,Mountain,None,None,Prefers cooked,1
USR0491,49,Male,81.1,168.6,28.5,Moderate,1625,2519,Non-Vegetarian,Terai,None,None,No leafy,1
USR0492,41,Male,50.3,157.1,20.4,Moderate,1285,1992,Non-Vegetarian,Mountain,Hypertension,None,Likes all,2
USR0493,52,Female,67.3,146.2,31.5,Heavy,1166,2011,Vegan,Terai,Diabetes,Gluten,Prefers cooked,1
USR0494,47,Female,43.2,152.6,18.6,Moderate,990,1534,Vegan,Terai,None,None,No leafy,3
USR0495,59,Female,47.9,150.1,21.3,Moderate,961,1490,Non-Vegetarian,Mountain,Lactose Intolerance,Gluten,No leafy,2
USR0496,34,Male,54.8,143.5,26.6,Sedentary,1280,1536,Vegetarian,Terai,Obesity,None,Prefers cooked,3
USR0497,57,Female,62.0,155.8,25.5,Moderate,1148,1779,Vegetarian,Terai,Diabetes,Milk,Likes all,2
USR0498,69,Female,39.4,150.3,17.4,Sedentary,827,992,Non-Vegetarian,Hills,Anaemia,None,Prefers cooked,1
USR0499,48,Female,63.1,150.2,28.0,Heavy,1169,2017,Vegetarian,Terai,Obesity,None,No leafy,3
USR0500,64,Female,56.0,146.9,26.0,Sedentary,997,1196,Vegan,Hills,Lactose Intolerance,Nuts,Likes all,1
USR0501,50,Female,58.7,155.6,24.2,Sedentary,1148,1378,Non-Vegetarian,Hills,Celiac,None,No leafy,1
USR0502,44,Male,59.6,158.3,23.8,Sedentary,1370,1644,Non-Vegetarian,Hills,None,Gluten,Prefers cooked,2
USR0503,43,Female,55.6,159.8,21.8,Sedentary,1179,1415,Non-Vegetarian,Terai,None,None,No leafy,3
USR0504,66,Male,66.8,162.4,25.3,Moderate,1358,2105,Non-Vegetarian,Mountain,Diabetes,Nuts,Prefers cooked,1
USR0505,31,Male,60.2,156.2,24.7,Sedentary,1428,1714,Vegetarian,Hills,None,None,No bitter,2
USR0506,18,Male,47.5,163.5,17.8,Moderate,1412,2189,Vegetarian,Mountain,Diabetes,None,No bitter,1
USR0507,41,Male,60.5,171.9,20.5,Heavy,1479,2551,Vegetarian,Hills,None,None,No bitter,1
USR0508,70,Male,72.0,171.0,24.6,Moderate,1444,2238,Non-Vegetarian,Terai,Diabetes,None,Prefers cooked,1
USR0509,48,Female,51.2,153.4,21.8,Sedentary,1070,1284,Non-Vegetarian,Terai,None,Fish,Likes all,1
USR0510,55,Female,59.2,162.5,22.4,Heavy,1172,2022,Vegan,Hills,Diabetes,Nuts,Prefers cooked,3
USR0511,64,Male,58.0,163.5,21.7,Heavy,1287,2220,Vegetarian,Hills,Diabetes,Gluten,No leafy,1
USR0512,23,Male,70.9,156.5,28.9,Moderate,1577,2444,Non-Vegetarian,Terai,Celiac,Nuts,No bitter,2
USR0513,8,Female,58.0,155.4,24.0,Heavy,1350,2329,Non-Vegetarian,Terai,Diabetes,Nuts,Prefers cooked,3
USR0514,56,Male,69.4,152.0,30.0,Moderate,1369,2122,Vegan,Terai,Diabetes,Gluten,No leafy,3
USR0515,35,Female,45.8,147.9,20.9,Heavy,1046,1804,Non-Vegetarian,Terai,Hypertension,None,No leafy,2
USR0516,74,Female,52.1,149.9,23.2,Sedentary,927,1112,Vegan,Hills,None,Gluten,No bitter,3
USR0517,61,Male,73.2,182.9,21.9,Sedentary,1575,1890,Vegan,Terai,Celiac,Fish,No bitter,2
USR0518,16,Male,63.1,169.3,22.0,Sedentary,1614,1937,Non-Vegetarian,Terai,Obesity,Milk,No leafy,3
USR0519,30,Female,59.1,167.8,21.0,Moderate,1329,2060,Vegan,Hills,Anaemia,Nuts,Likes all,3
USR0520,70,Male,57.7,167.4,20.6,Moderate,1278,1981,Vegetarian,Hills,Underweight,None,Likes all,3
USR0521,19,Female,65.6,143.3,31.9,Moderate,1296,2009,Non-Vegetarian,Mountain,Anaemia,Nuts,No leafy,2
USR0522,60,Female,41.3,151.1,18.1,Heavy,896,1546,Non-Vegetarian,Terai,Underweight,Fish,No bitter,2
USR0523,41,Male,76.9,164.8,28.3,Moderate,1599,2478,Vegetarian,Terai,Celiac,None,Prefers cooked,2
USR0524,22,Female,65.1,159.1,25.7,Heavy,1374,2370,Non-Vegetarian,Mountain,Anaemia,None,No leafy,3
USR0525,75,Female,57.8,147.8,26.5,Moderate,966,1497,Non-Vegetarian,Hills,Lactose Intolerance,None,No leafy,1
USR0526,57,Female,64.6,149.9,28.7,Sedentary,1137,1364,Vegetarian,Mountain,Obesity,Nuts,Likes all,3
USR0527,15,Female,63.2,162.8,23.8,Moderate,1414,2192,Non-Vegetarian,Mountain,None,None,Prefers cooked,2
USR0528,74,Male,64.6,158.4,25.7,Sedentary,1271,1525,Non-Vegetarian,Mountain,None,Gluten,No leafy,3
USR0529,47,Female,33.9,162.5,12.8,Moderate,959,1486,Non-Vegetarian,Terai,None,Milk,No bitter,1
USR0530,26,Female,42.2,149.5,18.9,Moderate,1065,1651,Vegan,Terai,Diabetes,Gluten,Likes all,1
USR0531,40,Male,61.8,176.1,19.9,Moderate,1524,2362,Non-Vegetarian,Terai,None,None,Prefers cooked,2
USR0532,27,Female,53.0,164.8,19.5,Heavy,1264,2180,Non-Vegetarian,Mountain,None,Nuts,Likes all,1
USR0533,68,Male,62.2,156.7,25.3,Heavy,1266,2184,Non-Vegetarian,Hills,Celiac,None,Prefers cooked,3
USR0534,11,Female,44.5,144.8,21.2,Sedentary,1134,1361,Vegetarian,Terai,Obesity,Fish,No leafy,2
USR0535,73,Female,55.4,164.6,20.4,Heavy,1057,1823,Non-Vegetarian,Hills,None,Fish,Likes all,2
USR0536,53,Female,44.0,137.9,23.1,Sedentary,876,1051,Vegetarian,Mountain,Celiac,Nuts,No leafy,3
USR0537,47,Female,51.9,166.5,18.7,Moderate,1164,1804,Vegan,Hills,Obesity,None,Prefers cooked,3
USR0538,28,Female,53.5,154.9,22.3,Sedentary,1202,1442,Vegetarian,Terai,Anaemia,None,Likes all,2
USR0539,33,Female,52.9,148.7,23.9,Sedentary,1132,1358,Vegetarian,Mountain,None,None,Prefers cooked,3
USR0540,20,Male,73.7,170.6,25.3,Heavy,1708,2946,Vegan,Terai,None,None,No bitter,2
USR0541,14,Female,40.9,141.9,20.3,Moderate,1065,1651,Non-Vegetarian,Hills,Diabetes,None,Likes all,2
USR0542,53,Male,36.6,182.1,11.0,Moderate,1244,1928,Non-Vegetarian,Terai,Obesity,None,No leafy,1
USR0543,27,Female,51.4,151.3,22.5,Heavy,1164,2008,Non-Vegetarian,Mountain,Celiac,None,No leafy,2
USR0544,9,Male,73.7,169.6,25.6,Moderate,1757,2723,Non-Vegetarian,Terai,Obesity,None,Likes all,1
USR0545,39,Female,58.7,159.1,23.2,Heavy,1225,2113,Vegan,Terai,Underweight,Gluten,No leafy,2
USR0546,13,Female,53.3,153.9,22.5,Heavy,1269,2189,Vegetarian,Mountain,Underweight,Nuts,No bitter,2
USR0547,12,Female,38.7,140.9,19.5,Sedentary,1047,1256,Non-Vegetarian,Mountain,Hypertension,None,No leafy,2
USR0548,27,Male,37.3,158.0,14.9,Moderate,1230,1906,Non-Vegetarian,Hills,None,Nuts,No leafy,1
USR0549,29,Female,57.8,157.5,23.3,Moderate,1256,1947,Non-Vegetarian,Hills,None,Milk,No leafy,3
USR0550,7,Female,57.0,154.5,23.9,Sedentary,1340,1608,Non-Vegetarian,Terai,None,Gluten,Prefers cooked,3
USR0551,14,Male,67.4,166.0,24.5,Sedentary,1646,1975,Non-Vegetarian,Mountain,None,None,Prefers cooked,1
USR0552,11,Male,77.3,156.6,31.5,Sedentary,1702,2042,Non-Vegetarian,Mountain,None,None,Likes all,1
USR0553,33,Female,59.6,155.8,24.6,Moderate,1244,1928,Non-Vegetarian,Hills,None,None,No bitter,1
USR0554,27,Male,59.4,168.5,20.9,Moderate,1517,2351,Non-Vegetarian,Terai,Hypertension,None,No leafy,1
USR0555,22,Male,77.7,174.1,25.6,Heavy,1760,3036,Non-Vegetarian,Terai,Obesity,None,Likes all,1
USR0556,16,Male,58.4,154.7,24.4,Moderate,1476,2288,Non-Vegetarian,Hills,None,None,Prefers cooked,2
USR0557,57,Female,54.4,158.3,21.7,Sedentary,1087,1304,Vegan,Terai,Obesity,None,No bitter,2
USR0558,5,Female,48.5,152.4,20.9,Sedentary,1252,1502,Vegan,Hills,Underweight,None,No leafy,1
USR0559,11,Female,59.6,165.7,21.7,Heavy,1416,2443,Non-Vegetarian,Terai,None,None,Likes all,2
USR0560,31,Female,46.6,156.5,19.0,Heavy,1128,1946,Vegetarian,Terai,None,None,Prefers cooked,1
USR0561,70,Female,68.3,163.9,25.4,Heavy,1196,2063,Vegan,Mountain,Hypertension,Fish,Prefers cooked,2
USR0562,19,Male,59.9,168.2,21.2,Heavy,1560,2691,Non-Vegetarian,Hills,None,None,No leafy,3
USR0563,11,Female,57.9,151.5,25.2,Heavy,1310,2260,Non-Vegetarian,Hills,Hypertension,None,No leafy,1
USR0564,39,Female,55.4,157.5,22.3,Sedentary,1182,1418,Non-Vegetarian,Terai,None,Gluten,No leafy,2
USR0565,48,Male,63.6,171.6,21.6,Moderate,1474,2285,Vegan,Terai,Lactose Intolerance,None,Likes all,2
USR0566,32,Female,39.6,146.7,18.4,Moderate,992,1538,Vegetarian,Hills,None,None,No bitter,2
USR0567,24,Male,80.3,156.2,32.9,Heavy,1664,2870,Vegetarian,Terai,Obesity,None,No leafy,3
USR0568,66,Female,59.1,143.9,28.5,Sedentary,999,1199,Non-Vegetarian,Hills,None,None,Likes all,2
USR0569,21,Male,57.3,169.6,19.9,Sedentary,1533,1840,Vegetarian,Hills,Celiac,Milk,Prefers cooked,2
USR0570,63,Male,56.7,166.0,20.6,Heavy,1294,2232,Non-Vegetarian,Hills,Celiac,Gluten,Likes all,1
USR0571,47,Female,46.6,152.9,19.9,Moderate,1026,1590,Vegan,Mountain,Lactose Intolerance,None,Likes all,3
USR0572,12,Female,34.3,152.6,14.7,Moderate,1076,1668,Vegetarian,Terai,Anaemia,Nuts,No leafy,3
USR0573,51,Male,52.3,173.6,17.4,Sedentary,1358,1630,Vegan,Terai,None,Nuts,Prefers cooked,3
USR0574,66,Male,60.7,151.7,26.4,Moderate,1230,1906,Non-Vegetarian,Hills,Hypertension,Milk,No leafy,2
USR0575,13,Male,54.3,171.3,18.5,Sedentary,1554,1865,Non-Vegetarian,Mountain,Celiac,Milk,No leafy,3
USR0576,13,Female,61.1,167.5,21.8,Sedentary,1432,1718,Vegetarian,Hills,None,Milk,Likes all,1
USR0577,40,Male,66.3,167.9,23.5,Moderate,1517,2351,Non-Vegetarian,Mountain,Celiac,None,No bitter,2
USR0578,65,Male,55.8,172.1,18.8,Sedentary,1314,1577,Non-Vegetarian,Terai,None,None,Prefers cooked,3
USR0579,57,Female,42.4,149.1,19.1,Moderate,910,1410,Non-Vegetarian,Mountain,Celiac,Gluten,No leafy,2
USR0580,44,Male,65.7,170.5,22.6,Heavy,1508,2601,Non-Vegetarian,Hills,None,None,No bitter,2
USR0581,26,Female,50.1,151.2,21.9,Moderate,1155,1790,Non-Vegetarian,Terai,Celiac,None,Prefers cooked,1
USR0582,10,Male,75.1,164.6,27.7,Heavy,1735,2993,Non-Vegetarian,Hills,None,None,Likes all,2
USR0583,23,Female,46.2,160.2,18.0,Moderate,1187,1840,Vegan,Hills,None,None,No leafy,2
USR0584,63,Male,67.2,163.0,25.3,Moderate,1381,2141,Non-Vegetarian,Hills,Diabetes,None,No leafy,2
USR0585,66,Male,66.4,162.4,25.2,Sedentary,1354,1625,Non-Vegetarian,Terai,Anaemia,None,No leafy,2
USR0586,46,Male,75.5,168.9,26.5,Moderate,1586,2458,Non-Vegetarian,Terai,None,None,No leafy,1
USR0587,29,Female,41.8,154.6,17.5,Sedentary,1078,1294,Non-Vegetarian,Hills,None,Fish,No bitter,2
USR0588,6,Female,52.2,160.4,20.3,Heavy,1334,2301,Vegan,Terai,None,Gluten,No leafy,2
USR0589,25,Female,62.2,136.6,33.3,Heavy,1190,2053,Non-Vegetarian,Terai,Lactose Intolerance,None,Prefers cooked,1
USR0590,65,Female,65.0,153.4,27.6,Moderate,1123,1741,Vegetarian,Mountain,Anaemia,None,Likes all,2
USR0591,58,Female,58.6,160.9,22.6,Moderate,1141,1769,Non-Vegetarian,Terai,Anaemia,Milk,No leafy,1
USR0592,43,Female,39.2,154.4,16.4,Moderate,981,1521,Vegetarian,Terai,None,Milk,No bitter,2
USR0593,41,Male,51.9,169.6,18.0,Moderate,1379,2137,Vegetarian,Terai,Diabetes,Gluten,Likes all,3
USR0594,66,Female,37.4,148.4,17.0,Heavy,810,1397,Vegetarian,Hills,Underweight,None,No bitter,1
USR0595,23,Male,53.3,179.9,16.5,Moderate,1547,2398,Non-Vegetarian,Terai,None,Milk,No bitter,2
USR0596,11,Female,51.3,162.3,19.5,Sedentary,1311,1573,Vegan,Terai,Celiac,None,Likes all,3
USR0597,74,Male,58.2,171.3,19.8,Moderate,1288,1996,Non-Vegetarian,Hills,None,Nuts,Prefers cooked,1
USR0598,71,Male,58.6,178.6,18.4,Heavy,1352,2332,Non-Vegetarian,Terai,None,None,Prefers cooked,3
USR0599,29,Male,65.6,155.2,27.2,Sedentary,1486,1783,Non-Vegetarian,Hills,None,None,Prefers cooked,1
USR0600,49,Female,50.8,160.2,19.8,Heavy,1103,1903,Vegan,Mountain,Hypertension,None,No bitter,1
USR0601,33,Male,72.6,173.9,24.0,Moderate,1653,2562,Non-Vegetarian,Terai,None,None,Likes all,2
USR0602,14,Male,73.4,166.1,26.6,Heavy,1707,2945,Vegetarian,Terai,None,None,Likes all,2
USR0603,37,Male,70.2,166.8,25.2,Sedentary,1564,1877,Vegetarian,Terai,Lactose Intolerance,None,Prefers cooked,1
USR0604,8,Female,68.6,161.3,26.4,Moderate,1493,2314,Vegan,Hills,Hypertension,None,Prefers cooked,3
USR0605,17,Male,69.2,152.7,29.7,Moderate,1566,2427,Non-Vegetarian,Hills,None,None,Likes all,1
USR0606,51,Female,52.2,149.8,23.3,Sedentary,1042,1250,Non-Vegetarian,Hills,Anaemia,Fish,Prefers cooked,3
USR0607,57,Male,83.9,180.1,25.9,Sedentary,1685,2022,Non-Vegetarian,Terai,Underweight,None,No leafy,2
USR0608,10,Female,63.1,158.0,25.3,Heavy,1408,2429,Non-Vegetarian,Hills,Lactose Intolerance,Milk,No leafy,1
USR0609,42,Female,63.5,153.3,27.0,Sedentary,1222,1466,Non-Vegetarian,Hills,None,None,No leafy,1
USR0610,61,Female,40.6,152.5,17.5,Sedentary,893,1072,Non-Vegetarian,Hills,Anaemia,None,Prefers cooked,1
USR0611,30,Female,47.6,162.0,18.1,Heavy,1178,2032,Vegetarian,Terai,Anaemia,Gluten,No bitter,3
USR0612,56,Female,45.8,162.2,17.4,Heavy,1031,1778,Non-Vegetarian,Mountain,Diabetes,None,No leafy,1
USR0613,37,Male,54.8,165.4,20.0,Moderate,1402,2173,Vegetarian,Terai,None,None,No leafy,1
USR0614,53,Male,55.0,160.7,21.3,Moderate,1294,2006,Vegan,Mountain,None,None,No leafy,2
USR0615,42,Male,55.9,157.1,22.6,Moderate,1336,2071,Vegan,Hills,Underweight,None,Likes all,2
USR0616,54,Male,43.4,169.8,15.1,Heavy,1230,2122,Non-Vegetarian,Terai,None,None,No bitter,1
USR0617,60,Female,63.5,162.3,24.1,Heavy,1188,2049,Vegetarian,Mountain,Celiac,Gluten,No leafy,2
USR0618,69,Male,69.3,167.1,24.8,Heavy,1397,2410,Vegan,Hills,Diabetes,Nuts,Likes all,1
USR0619,21,Male,66.8,158.7,26.5,Sedentary,1560,1872,Non-Vegetarian,Hills,None,Fish,No bitter,2
USR0620,49,Female,60.3,155.8,24.8,Moderate,1171,1815,Non-Vegetarian,Mountain,None,None,No bitter,1
USR0621,26,Female,61.9,154.8,25.8,Heavy,1296,2236,Non-Vegetarian,Mountain,Underweight,Fish,No bitter,1
USR0622,7,Female,62.7,153.4,26.6,Heavy,1390,2398,Non-Vegetarian,Mountain,None,Gluten,Likes all,1
USR0623,68,Female,38.7,153.8,16.4,Moderate,847,1313,Non-Vegetarian,Mountain,Diabetes,Nuts,No leafy,1
USR0624,14,Female,60.0,146.7,27.9,Moderate,1286,1993,Non-Vegetarian,Terai,Diabetes,Fish,Prefers cooked,3
USR0625,17,Male,55.3,161.5,21.2,Heavy,1482,2556,Non-Vegetarian,Terai,Hypertension,None,No bitter,3
USR0626,60,Female,50.0,148.8,22.6,Heavy,969,1672,Non-Vegetarian,Hills,Lactose Intolerance,Gluten,Prefers cooked,1
USR0627,68,Male,67.9,184.9,19.9,Heavy,1500,2588,Non-Vegetarian,Mountain,Lactose Intolerance,Fish,Likes all,3
USR0628,51,Male,54.8,166.4,19.8,Moderate,1338,2074,Non-Vegetarian,Hills,Hypertension,None,Prefers cooked,2
USR0629,41,Female,49.8,149.7,22.2,Moderate,1068,1655,Non-Vegetarian,Terai,None,None,Prefers cooked,1
USR0630,44,Male,49.5,167.3,17.7,Heavy,1326,2287,Non-Vegetarian,Terai,None,None,No bitter,1
USR0631,38,Male,64.0,158.7,25.4,Moderate,1447,2243,Vegetarian,Hills,None,None,Likes all,2
USR0632,13,Female,61.5,149.8,27.4,Moderate,1325,2054,Vegetarian,Hills,None,None,Likes all,3
USR0633,71,Male,55.2,156.0,22.7,Moderate,1177,1824,Non-Vegetarian,Terai,None,None,No bitter,2
USR0634,35,Female,59.8,152.1,25.8,Sedentary,1213,1456,Non-Vegetarian,Terai,Diabetes,Gluten,No leafy,2
USR0635,67,Male,46.8,162.4,17.7,Sedentary,1153,1384,Non-Vegetarian,Mountain,Anaemia,Gluten,Prefers cooked,2
USR0636,51,Male,52.5,166.2,19.0,Moderate,1314,2037,Vegetarian,Mountain,None,None,Prefers cooked,2
USR0637,44,Female,45.0,145.7,21.2,Sedentary,980,1176,Vegan,Terai,Obesity,Fish,Likes all,2
USR0638,43,Female,68.1,161.0,26.3,Moderate,1311,2032,Non-Vegetarian,Terai,None,Gluten,No bitter,2
USR0639,40,Male,74.4,153.9,31.4,Heavy,1511,2606,Non-Vegetarian,Hills,Hypertension,Fish,Likes all,1
USR0640,69,Female,62.6,157.0,25.4,Moderate,1101,1707,Non-Vegetarian,Terai,None,None,No leafy,1
USR0641,56,Male,64.6,171.5,22.0,Sedentary,1443,1732,Vegetarian,Terai,None,None,No leafy,2
USR0642,66,Female,57.4,151.3,25.1,Moderate,1029,1595,Vegan,Hills,Diabetes,None,Likes all,2
USR0643,28,Female,47.1,158.2,18.8,Moderate,1159,1796,Vegetarian,Terai,Underweight,None,Likes all,2
USR0644,38,Male,60.2,160.4,23.4,Heavy,1420,2450,Vegan,Hills,Lactose Intolerance,Milk,Prefers cooked,1
USR0645,26,Female,58.3,152.9,24.9,Heavy,1248,2153,Non-Vegetarian,Hills,None,None,Prefers cooked,1
USR0646,41,Female,53.8,147.1,24.9,Heavy,1091,1882,Non-Vegetarian,Mountain,None,Milk,Prefers cooked,2
USR0647,57,Male,62.6,163.1,23.5,Moderate,1365,2116,Non-Vegetarian,Mountain,Obesity,None,No bitter,3
USR0648,15,Female,58.8,154.2,24.7,Moderate,1316,2040,Non-Vegetarian,Terai,Anaemia,Fish,No bitter,1
USR0649,12,Male,83.9,171.0,28.7,Heavy,1853,3196,Non-Vegetarian,Mountain,Celiac,None,Likes all,2
USR0650,43,Female,67.3,152.5,28.9,Moderate,1250,1938,Vegan,Terai,Lactose Intolerance,None,No bitter,1
USR0651,48,Female,57.4,151.4,25.0,Moderate,1119,1734,Vegan,Hills,None,Milk,Likes all,2
USR0652,21,Male,35.1,165.1,12.9,Moderate,1283,1989,Non-Vegetarian,Hills,Diabetes,Milk,No bitter,3
USR0653,60,Female,60.1,150.2,26.6,Heavy,1079,1861,Non-Vegetarian,Mountain,Celiac,Gluten,Likes all,1
USR0654,11,Male,62.3,167.1,22.3,Moderate,1617,2506,Non-Vegetarian,Hills,Anaemia,None,No leafy,1
USR0655,50,Female,65.5,153.4,27.8,Heavy,1203,2075,Non-Vegetarian,Terai,None,None,No bitter,1
USR0656,41,Male,64.6,169.4,22.5,Moderate,1505,2333,Vegan,Mountain,None,None,Prefers cooked,2
USR0657,36,Male,63.7,153.1,27.2,Moderate,1419,2199,Vegetarian,Hills,Celiac,None,No leafy,2
USR0658,46,Male,64.3,167.7,22.9,Heavy,1466,2529,Non-Vegetarian,Hills,Lactose Intolerance,None,No bitter,1
USR0659,46,Female,89.4,144.6,42.8,Moderate,1407,2181,Non-Vegetarian,Terai,Celiac,Milk,No bitter,1
USR0660,75,Male,71.4,162.7,27.0,Heavy,1361,2348,Non-Vegetarian,Terai,None,Fish,Likes all,1
USR0661,25,Male,54.2,170.2,18.7,Moderate,1486,2303,Vegetarian,Hills,Obesity,Fish,No bitter,3
USR0662,50,Male,52.4,152.0,22.7,Moderate,1229,1905,Non-Vegetarian,Hills,Anaemia,Gluten,No bitter,3
USR0663,16,Female,54.7,141.2,27.4,Moderate,1188,1841,Non-Vegetarian,Hills,None,None,No bitter,2
USR0664,24,Male,73.1,160.9,28.2,Sedentary,1622,1946,Non-Vegetarian,Hills,Anaemia,None,No leafy,2
USR0665,21,Male,58.6,158.8,23.2,Moderate,1478,2291,Vegan,Hills,Diabetes,None,Likes all,1
USR0666,70,Male,58.0,166.6,20.9,Moderate,1276,1978,Non-Vegetarian,Hills,Lactose Intolerance,None,Likes all,1
USR0667,27,Female,57.9,140.9,29.2,Sedentary,1164,1397,Vegetarian,Hills,Diabetes,Nuts,No leafy,2
USR0668,48,Female,71.8,151.1,31.4,Moderate,1261,1955,Non-Vegetarian,Terai,None,Milk,Likes all,2
USR0669,5,Male,60.7,165.8,22.1,Heavy,1623,2800,Non-Vegetarian,Hills,Celiac,Gluten,No bitter,3
USR0670,55,Female,55.3,151.2,24.2,Moderate,1062,1646,Vegetarian,Terai,None,None,Prefers cooked,1
USR0671,66,Male,53.4,155.7,22.0,Heavy,1182,2039,Vegan,Terai,None,Milk,No leafy,1
USR0672,59,Female,59.4,154.6,24.9,Moderate,1104,1711,Non-Vegetarian,Hills,Obesity,None,No leafy,3
USR0673,30,Male,56.8,179.5,17.6,Heavy,1545,2665,Vegetarian,Hills,None,None,No leafy,2
USR0674,75,Female,56.5,154.0,23.8,Heavy,992,1711,Non-Vegetarian,Mountain,Lactose Intolerance,Gluten,Prefers cooked,1
USR0675,59,Male,50.7,160.3,19.7,Moderate,1219,1889,Non-Vegetarian,Hills,None,Gluten,No bitter,2
USR0676,7,Female,61.7,163.6,23.1,Heavy,1444,2491,Non-Vegetarian,Hills,None,None,No bitter,3
USR0677,21,Female,64.7,146.5,30.1,Heavy,1297,2237,Non-Vegetarian,Hills,Obesity,None,Prefers cooked,2
USR0678,66,Male,66.6,168.9,23.3,Heavy,1397,2410,Vegetarian,Hills,Obesity,Milk,Prefers cooked,1
